OTU_ID	ERR2811133	ERR2811134	ERR2811135	ERR2811137	ERR2811138	ERR2811139	ERR2811140	ERR2811141	ERR2811143	ERR2811144	ERR2811145	ERR2811146	ERR2811147
2c00bc14e2ad04dd35790b9d9525fdfc	1991.0	1583.0	1010.0	1646.0	1818.0	891.0	1410.0	0.0	492.0	19.0	76.0	14.0	59.0
de0328df9c333d6101572cd952e72b8d	1776.0	1469.0	892.0	1498.0	1691.0	721.0	1379.0	0.0	377.0	16.0	49.0	15.0	41.0
947257016f42f1d6cb66da164bc7f658	1728.0	1356.0	771.0	1328.0	1483.0	1214.0	1293.0	0.0	305.0	73.0	87.0	79.0	87.0
c13ec65ca307c3ae3408a69fe5c633c1	1036.0	856.0	562.0	939.0	1017.0	1451.0	862.0	62.0	301.0	51.0	0.0	40.0	0.0
81a647c1013d39656248bbf456583b6c	953.0	791.0	502.0	847.0	840.0	702.0	760.0	0.0	266.0	0.0	0.0	0.0	0.0
a701b221bfd3672b4be7c1fad63c0ccf	873.0	647.0	373.0	647.0	750.0	619.0	712.0	24.0	210.0	0.0	0.0	0.0	0.0
7b80b8d16f91f17da9d1bf5051cc3344	753.0	580.0	360.0	622.0	684.0	548.0	590.0	69.0	190.0	0.0	0.0	0.0	0.0
4e72938fc4f6068fb190849e21ace4b1	0.0	916.0	0.0	779.0	0.0	1225.0	845.0	0.0	470.0	0.0	21.0	0.0	0.0
ca1b37902d6bf9eecc47b3d5c003e2bf	0.0	903.0	0.0	769.0	0.0	1108.0	924.0	0.0	491.0	0.0	0.0	0.0	0.0
625f021de46aebef26bf92d0fb700eac	647.0	533.0	302.0	540.0	627.0	465.0	550.0	0.0	103.0	0.0	0.0	0.0	11.0
0a33f227bff1ca87576c7d9061eac9ad	610.0	473.0	336.0	535.0	562.0	451.0	494.0	0.0	150.0	0.0	0.0	0.0	0.0
1cb4e874798e9c9ba365c0c58191c134	42.0	552.0	182.0	293.0	54.0	725.0	540.0	0.0	202.0	0.0	0.0	45.0	0.0
4949e093a02afd305892a89fb041fdbf	0.0	501.0	42.0	436.0	0.0	683.0	467.0	0.0	329.0	0.0	0.0	0.0	16.0
9eb2f7eb4d13a0e95e7caa6ff5bff60d	0.0	521.0	0.0	434.0	10.0	607.0	547.0	0.0	343.0	0.0	0.0	33.0	0.0
902c6b51bd7d72b4bf479319a6406a1f	432.0	0.0	1686.0	0.0	737.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0
59bd121d0781fe3d153cc407d1b45df9	386.0	352.0	186.0	369.0	370.0	273.0	346.0	0.0	83.0	0.0	0.0	0.0	0.0
bf7697a2ea55651e6c547737ff71ffdd	442.0	0.0	1540.0	0.0	831.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0
e26efb9852316a7fa56e3355a99a13f9	352.0	260.0	168.0	358.0	329.0	265.0	306.0	0.0	60.0	0.0	0.0	0.0	0.0
a0f5ea820913d339b1415c3eeb7543e3	85.0	304.0	157.0	451.0	83.0	406.0	304.0	0.0	281.0	0.0	0.0	0.0	0.0
b42bf162a36cd6b4ac00dace618f5248	298.0	43.0	1270.0	33.0	454.0	98.0	92.0	0.0	49.0	0.0	0.0	0.0	0.0
cda2f1f79d88540cb657113a7cca1b31	31.0	239.0	141.0	334.0	44.0	361.0	347.0	0.0	138.0	0.0	58.0	0.0	0.0
ebfa36f4238785bf57019e1f25b84d9c	150.0	38.0	626.0	29.0	292.0	41.0	41.0	0.0	31.0	0.0	0.0	0.0	0.0
0b2f03c0e343d69aa7ccc7b7c0c4fa00	157.0	32.0	542.0	64.0	242.0	57.0	39.0	0.0	74.0	0.0	0.0	0.0	0.0
e19e935c7d6b72df82dd6d656dbbadf2	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	850.0	850.0	0.0
c09e5ca57b80f34312431ee317f07c98	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	62.0	19.0	620.0	573.0	321.0
1086261388fcbc43b4a7d76f6aafb282	16.0	0.0	0.0	0.0	0.0	10.0	11.0	0.0	0.0	0.0	699.0	619.0	95.0
8b74fe76565c4b69c9e351426e921863	0.0	0.0	0.0	0.0	0.0	0.0	0.0	130.0	74.0	50.0	538.0	452.0	210.0
e898feaf76721d515707dc9be079dd19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	926.0	0.0	0.0	0.0	0.0	0.0
b7883715f27c28bf10464903a85ae569	0.0	0.0	0.0	0.0	0.0	0.0	0.0	874.0	0.0	10.0	0.0	0.0	0.0
14d902a3d127f1f3424c48e49acbf4de	0.0	0.0	0.0	0.0	1.0	0.0	0.0	946.0	0.0	0.0	0.0	0.0	0.0
decc2580c2f6eccfe82ab177bbe5851b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	74.0	332.0	169.0	98.0	117.0	378.0
1659c9bc550780490d4c266e184f8657	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	135.0	785.0	34.0	0.0	154.0
0b20d07e0af5274a1d1c076b212dd084	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	120.0	809.0	0.0	0.0	140.0
94c442129318187fae189577519389ae	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	475.0	760.0	0.0
1a6889aeadd50248745cba6e3a858e99	0.0	0.0	0.0	6.0	9.0	0.0	0.0	0.0	311.0	222.0	85.0	65.0	458.0
5788631121662c39c2e60fb1896f65b7	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	29.0	42.0	444.0	391.0	218.0
c3819ecf42f2aaaff5747a12a46f6e12	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	431.0	169.0	94.0	58.0	280.0
6caca7c269d0174685ca65cc22ba2e19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	641.0	528.0	0.0
0d177a41b4bd2434d0b939b1807b97b3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	605.0	109.0	28.0	0.0	0.0	107.0
dafe6826b163cd54f486bf938a611e3d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	820.0	0.0	0.0	0.0	0.0	0.0
56885cfc7bef1f5c54e76e4f11c10113	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	215.0	624.0	0.0	0.0	113.0
de058aaa024c57069403a4c7b4fc73cf	177.0	12.0	339.0	9.0	18.0	19.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0
3277565e235153c30148e8a98ebb8038	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	142.0	563.0	0.0	16.0	175.0
74c501d54813a4e5735b8cf9b5886f19	0.0	0.0	0.0	0.0	8.0	10.0	0.0	0.0	0.0	0.0	515.0	466.0	0.0
144d2a88e8bcf053277337313e0c9565	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	152.0	532.0	0.0	0.0	124.0
1765c6314d10b519c27100488ab703f5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	308.0	184.0	42.0	91.0	277.0
71e02f83bec58eff05415d8595e24136	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	119.0	607.0	0.0	0.0	120.0
f13cd67108b80c81cf9ee61621af7b4f	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	355.0	123.0	82.0	44.0	177.0
8391a49edc8d9265566206b889817572	0.0	0.0	27.0	0.0	7.0	0.0	0.0	64.0	51.0	43.0	180.0	340.0	108.0
945dcae2fbb2c97340a20050134b3f58	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.0	74.0	406.0	356.0	0.0
d81b5a9bf2b99c7d0f8f7bf239402f50	0.0	0.0	0.0	0.0	0.0	4.0	0.0	611.0	0.0	0.0	0.0	0.0	0.0
d0e2c6f8abd0673c8227bb9c3bd89ed0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	93.0	537.0	0.0	0.0	91.0
71a0508480b32fb8eef9161b71dabef0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	632.0	12.0	0.0	0.0	0.0	0.0
259a4f4c1c78d8d99de8dc8737da247d	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	27.0	67.0	271.0	247.0	158.0
382b4d84585ad3cd44f29d9603a4af94	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	223.0	111.0	58.0	85.0	217.0
dc5df796c40e632f75b163d2936e8433	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	70.0	480.0	0.0	0.0	119.0
6e0f8095b3ace240b016f6e6071cbe24	0.0	0.0	0.0	2.0	0.0	0.0	0.0	46.0	134.0	116.0	129.0	134.0	171.0
357b6d49ddee3bc6f0ddcf3390e2a1b3	0.0	8.0	0.0	0.0	0.0	0.0	8.0	0.0	199.0	129.0	67.0	53.0	220.0
e40637052646907e1a306ac129f06e1c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	233.0	465.0	58.0
5f4e56808f77c511cc92816037cc52b9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	507.0	0.0	0.0	15.0	0.0	0.0
345abd51d43d31f5ec1bc0302c26fb99	5.0	0.0	0.0	0.0	0.0	0.0	7.0	502.0	0.0	0.0	0.0	5.0	0.0
49d69fd09d84751c79e3e78a4f23a3c7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	104.0	89.0	114.0	112.0	99.0	126.0
64a263a08a10b0f70be59cf2c7f29d24	3.0	0.0	0.0	7.0	0.0	0.0	0.0	486.0	0.0	0.0	0.0	0.0	0.0
1e9ac34db5161d23621479119838c7f9	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	67.0	434.0	0.0	0.0	87.0
aafc08f884cdeb015574ef67b76372b3	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	28.0	29.0	205.0	205.0	110.0
7b2c87e4a22b2cce58f280334613283f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	82.0	102.0	163.0	95.0	82.0	71.0
5f837385ac7be6d4695ead4f1a05703c	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	338.0	283.0	0.0
486c37de56710b82c34fcef16dbb51ee	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	82.0	370.0	22.0	0.0	78.0
357a6d11f259133e764360857bf80ca8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	283.0	0.0	68.0	75.0	0.0	69.0
27fc737951ca001946c3c3a3ed6e571f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	18.0	187.0	266.0	95.0
a6877ca295727c9090f918e953ef483e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	69.0	93.0	164.0	42.0	78.0	65.0
544ea52cf86ac2dff70488b3af04707f	0.0	0.0	0.0	0.0	0.0	0.0	4.0	331.0	0.0	23.0	31.0	9.0	0.0
8a587a3834ab718678e2276560318c7c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	193.0	0.0	0.0	90.0	75.0	115.0
ab52a3883f0ca7bc1048b64def828b99	0.0	0.0	0.0	0.0	0.0	0.0	0.0	188.0	0.0	0.0	73.0	64.0	72.0
caed62bfd60712c4025b966a248e187a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	116.0	44.0	57.0	32.0	216.0
e468a03b4bb64a6530a0d5d5e4c73e8e	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	56.0	166.0	0.0	0.0	150.0
481daef4655ad43396f4c70a78b36f95	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	109.0	58.0	96.0	93.0	103.0
10414bb79cdf9671d0d5ecea72e9a7d3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	168.0	74.0	41.0	24.0	132.0
b4426f16849a6774446804924fc389d7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	86.0	78.0	23.0	45.0	82.0	134.0
1bba0ed74637b0125d3fe97f167aa482	0.0	0.0	0.0	0.0	0.0	0.0	0.0	209.0	0.0	0.0	43.0	56.0	56.0
7ec795a23b2751da6e06023e00a3f9a1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	67.0	50.0	36.0	68.0	122.0
627f3fff56d097951c15175b5e0b7cc7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	127.0	61.0	54.0	0.0	142.0
cdd69e91d0316e42329661a8b9493ba0	26.0	0.0	266.0	0.0	0.0	7.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0
a45f7844fe1271c02ad9bb48c2cbeb4a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	125.0	0.0	0.0	65.0	78.0	29.0
1d46fbcf3282fa3844dfae7798e380d3	0.0	0.0	0.0	0.0	0.0	0.0	7.0	285.0	0.0	0.0	0.0	0.0	8.0
da56fc5658c8126b7179155ba41e2950	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.0	54.0	38.0	90.0	53.0	94.0
56fea8f39be6bc85394c0abad31e3aa8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46.0	22.0	38.0	49.0	154.0
d4480ae6d41a029e96d78a94b1e90c95	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.0	65.0	11.0	0.0	128.0
1afade5844cf0c13bcfc89af31327ac2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	99.0	43.0	47.0	31.0	33.0	0.0
7fcb26f765c4c6e58c9f271a59b50752	0.0	0.0	0.0	0.0	0.0	0.0	0.0	63.0	123.0	81.0	0.0	0.0	0.0
fba5218b5df266863ff98faea6ec25b6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	71.0	19.0	84.0	0.0	157.0
a67d9093f6b1849c94b05fa053ddf6dc	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	63.0	94.0	97.0	43.0
c34cc2d9cb085443576f2c9108d96f7f	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	96.0	0.0	0.0	103.0
eb45749791611fc398980f9059b46b2f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	86.0	113.0	124.0
15ebe0424599640bb9b7898ae6c5ad02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	201.0	69.0	0.0	0.0	51.0
340105c295a60ed9b6be678c9df300f7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0	22.0	67.0	63.0	86.0
d8d22be571867267ff38e9047d20d803	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.0	85.0	134.0	49.0
26825d9c338fcd650b20a3baf44fcc05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	13.0	87.0	96.0	90.0
c06a626ea82a335d9a7219c896ef262a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	61.0	100.0	35.0	29.0	0.0	34.0
bed4ac7992ab64335f423d5ba896f6fd	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	78.0	92.0	48.0
46bdf987234c92f1dd5b2f44b29c52d6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	0.0	142.0
6fdb5c55bc77228d7ab994368395a5cc	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	63.0	69.0	100.0	19.0
f94c6b8cccccfbb5d87c1b15bedc891e	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	66.0	36.0	54.0	0.0	84.0
2d281dfd1368300e5d027708203f785b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	60.0	157.0	34.0	29.0	0.0
5e00314ac661fdb3f1386b839240f282	0.0	0.0	0.0	0.0	0.0	0.0	0.0	116.0	0.0	0.0	93.0	35.0	24.0
9e83d3b5f3f26b13b7f249d303f6bfdb	0.0	0.0	0.0	0.0	0.0	0.0	0.0	95.0	0.0	0.0	0.0	73.0	105.0
60daefdcb7803cf6df27ecc82d31c8a2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.0	98.0	0.0	0.0	182.0
13ff181f488a21d4890263658432d220	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	96.0	32.0	84.0	60.0	55.0
debadd1726effb977ae01a50a58fcc90	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	51.0	88.0	45.0	0.0
69548020f1edaec00ef26b076dd77d35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	69.0	69.0	65.0
20ca3dbaabeb5f34e73a4e8ad7e1911c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	81.0	67.0	101.0
212b8b75d566d15d4f3a68b3fe645c29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	40.0	25.0	103.0
4d6320e28a74c244cf45d26e44c6a3b7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	115.0	91.0	0.0
6650a41d375f666e14eb125ec87d5396	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.0	75.0	90.0	14.0	51.0	0.0
b9fa550df8175bf217433116a39c5fde	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.0	35.0	98.0
1cb5744363ec4ea9f89cde911eaf5ce1	0.0	7.0	70.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.0	0.0
12284f1f8ee71ed3e86b1fa9dac00952	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.0	24.0	16.0	22.0	51.0	41.0
03232d06d28c5122e09dff22bba147d5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	0.0	90.0	115.0	0.0
84508b0f47c7e265a0dac2f4f55153f6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	71.0	83.0	58.0
6f05a824901c08e92b2dc6c28ae17824	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.0	11.0	7.0	29.0	19.0	125.0
2bb528324a182bfc8694cab97980d88e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	114.0	45.0	0.0
a19d3e39e6a8e441fbb8b6cba4563888	0.0	0.0	0.0	0.0	0.0	0.0	0.0	66.0	38.0	23.0	29.0	28.0	0.0
40d4b3ef062f7b14794db00ab2b9846a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	10.0	29.0	32.0	109.0
aaf82aae276c7ab565cd53677c92bfda	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.0	0.0	75.0	49.0
44573b0c8ddc1e6cde71e3e8f5ea73fb	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.0	57.0	0.0	0.0	80.0
935144dfd489213f677a331d8a562ae6	0.0	0.0	49.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
02a658a634891276a787cb48f34baa20	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.0	88.0	91.0
23422887f5b7a2be97246817a3db9d33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.0	0.0	115.0
df5b77d85e24267f1f8b16735ec0fa16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.0	53.0	0.0	49.0	64.0
096a992bab7174540b624d1e0fd09f4a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	76.0	0.0
4d721132bff00b369f5315e223326cd1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	34.0	67.0	31.0
e33b8a39711ab02f7aa3eb0a0b7f9bf5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	58.0	81.0
daa6f3b4d5b37b45977abb58bbe02b8c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	66.0	29.0	36.0	45.0
361db93831d5183891e3f5375f727993	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	67.0	70.0	25.0	0.0
36a22b6d83868a049ced5b22e529cd18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	53.0	41.0	48.0	38.0	0.0
0328b09ea9a6fa01f0ae51cacf7a1ace	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	95.0	85.0	0.0
1eb4de2398678052ef3e214d4a4b63a8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	59.0	0.0	89.0
91a11e4bade05589daa7dfe9b4d5d70c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	57.0	69.0	0.0	0.0	37.0
498c09a35b3fd60ca9cee4d4485b42cc	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	6.0	17.0	22.0	55.0
a67167f52e9e239bd4dcd585087a9e8e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	102.0	46.0	47.0	0.0	0.0	0.0
a72260e4490a7612e83323bf661a5ce8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	57.0	7.0	15.0	16.0	11.0	13.0
14b3db67a8bc853935cc629b0b43561b	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	30.0	55.0	20.0
d4c9dea49584744a084a76f52aa00d8d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	54.0	38.0	0.0
6623bbe224d78533b68bcfeff1564a26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	76.0	0.0	0.0	53.0	0.0	0.0
df04beaf4feca3deebd73357774c229c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.0	43.0	43.0	0.0	0.0	43.0
edf13066861699fcc2a6e2467260ac3d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	58.0	6.0	20.0	12.0	12.0	8.0
77c93f076a4847cbe05fc84e58f68ef9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	106.0
76fc3a5d8ec57df6dea4c54cb2554834	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	27.0	40.0	40.0
5eea278f4aced508f8a51ce842ae3610	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.0	0.0	0.0	62.0
bcfdabd3ffcf81a7a7e0609290468d5b	0.0	0.0	0.0	3.0	0.0	2.0	0.0	0.0	0.0	0.0	25.0	54.0	51.0
b2468bd79d148eb3553847c24745b2a5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	85.0	0.0	0.0	0.0	0.0	0.0
f16cfcb8b845c84d0fff9a91c4cb5a8d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.0	0.0	4.0	20.0	23.0	21.0
6afea840cc548c33af3716b9731b3b0e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.0	17.0	59.0
3db9aa661c14c8cf7ac75c4dc3482365	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.0	0.0	0.0	38.0
b2e242a030b0aedc2c097f328ed38a1a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.0	13.0	10.0	11.0	20.0	17.0
23e17f58aeaab6c2906522857ad173c2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.0	30.0	18.0	0.0	33.0
0d8bfb4824988d6b481bee057c237f16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.0	0.0	0.0	47.0	0.0
b80f4659bf064cd97526d50ace56448e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	11.0	17.0	15.0	17.0	17.0
e0fb46621b77bc0442a0d936406013ea	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.0	0.0	0.0	33.0
344adffaa49e5d28bb6b6335f858e4dd	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.0	0.0	0.0	37.0
123b68770005e66cd248de0d1d6d18d4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	40.0
99232e555a82d142cdb9cbbbf294287d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43.0	0.0	0.0
